gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,timepoint,n_CCS,n_ACS
PLAGL1,1.973597299172876,-0.597840000430498,0.4268185800073519,-1.4006887901182752,0.16130715630401737,,TP3M,14,15
SF3B5,20.32884139131364,0.07304361208572628,0.14014989353911456,0.5211820732874155,0.602239941066215,0.8692300877740909,TP3M,14,15
STX11,1.240417533530409,0.4952861864331992,0.6272618961988569,0.7896003079966806,0.4297612283286304,,TP3M,14,15
UTRN,24.215209555252258,0.16545279623780587,0.14052814389100188,1.177364132597783,0.23905019937251248,0.6467363297598068,TP3M,14,15
EPM2A,1.814805305806459,-0.2588058111592164,0.47751133989633127,-0.5419888273551864,0.5878262026322839,,TP3M,14,15
FBXO30,1.2284094549851383,0.43857810682519943,0.5582561290324219,0.7856216600529755,0.4320891710254623,,TP3M,14,15
AL356599.1,1.2901727583303135,-0.5207782495426969,0.5035642844700499,-1.034184245395328,0.3010500378718265,,TP3M,14,15
SHPRH,6.963733491960752,-0.5761196003994241,0.23181814489501446,-2.485222201481841,0.012947059319733455,0.16180633709911413,TP3M,14,15
STXBP5,1.9377232436008731,0.41022059034943187,0.45215115174441023,0.9072642826780177,0.36426705722803243,,TP3M,14,15
UST,0.6332381197697249,-0.04352601553524609,0.6794695268105345,-0.06405881914904923,0.9489233920227749,,TP3M,14,15
TAB2,7.002140631656695,0.863577381368765,0.22294193936079743,3.8735528355263704,0.00010726013949035144,0.007268402170489288,TP3M,14,15
ZC3H12D,3.176909943695611,-0.08280056104303164,0.34474056719363727,-0.2401822382467782,0.8101889825499522,,TP3M,14,15
PPIL4,6.916679441275176,0.1976086148846165,0.22295366840299452,0.8863214330586112,0.3754443426971821,0.7458519809646647,TP3M,14,15
GINM1,6.896882538279198,0.08261246820301958,0.229510521550148,0.3599506795812355,0.7188840167467135,0.9157467665253024,TP3M,14,15
KATNA1,3.1431263063932926,-0.05338813318358243,0.31981474505179236,-0.16693455823913464,0.8674215411181336,,TP3M,14,15
LATS1,3.491315641471522,0.2848884687876826,0.2902623556792481,0.98148610460013,0.32635308340615143,,TP3M,14,15
NUP43,1.0766190661033699,-0.2444310454383245,0.5086404261395182,-0.4805576451984136,0.6308309241019183,,TP3M,14,15
PCMT1,5.926505941469322,0.2950014655375082,0.23406725437697098,1.2603277905007644,0.20755113875266162,0.6164112392335006,TP3M,14,15
PLEKHG1,7.7240306897985125,-0.04203215570535812,0.23000687775417444,-0.18274303845070677,0.8549996445392188,0.9620084241999444,TP3M,14,15
ZBTB2,1.1667553650047755,0.9903439802332413,0.5137326016623649,1.927742130884103,0.05388720888980195,,TP3M,14,15
RMND1,0.9611190236874187,-0.33662312759442453,0.5218719138036122,-0.6450301667721106,0.5189076366442341,,TP3M,14,15
ARMT1,1.0549699209432086,0.7010075882609441,0.5311407284424772,1.3198151652135328,0.18689673706038257,,TP3M,14,15
SYNE1,5.295197754304805,0.3385073556465321,0.2525515069972308,1.3403497752648288,0.18013165610123472,0.5829433046795806,TP3M,14,15
FBXO5,1.2059730205811918,0.7668715059417808,0.5227721005158109,1.4669327326097181,0.1423943551279829,,TP3M,14,15
MTRF1L,2.480597616941553,0.21422126093473,0.32955448525050685,0.6500329096473754,0.5156709640261602,,TP3M,14,15
IPCEF1,1.1495860588248845,1.9416014214103323,0.6267775427029516,3.097752055756909,0.0019499449622630614,,TP3M,14,15
SCAF8,4.189291278785058,0.11885923449748081,0.291182535684266,0.4081949290611366,0.6831305707675046,,TP3M,14,15
TFB1M,1.1853393672103505,-1.173712786113489,0.5190997894186953,-2.2610542520694348,0.023755897778026933,,TP3M,14,15
ARID1B,23.897659471800008,0.1846158614643464,0.13249531589127161,1.3933765146523818,0.16350596378275928,0.5566093824558683,TP3M,14,15
TMEM242,3.38314387142232,-0.4899279031565749,0.30560935735163847,-1.6031181355250748,0.10890857479196166,,TP3M,14,15
ZDHHC14,1.6656376918590359,-0.28619389107749915,0.4626726659079646,-0.6185666717869803,0.5362018633522656,,TP3M,14,15
SNX9,7.307455710117938,0.0685840086017884,0.23078802624467384,0.29717316672693367,0.7663343068398567,0.9297122829494341,TP3M,14,15
SYNJ2,1.512743546960777,-0.3242624769489506,0.41078030474606525,-0.7893817527337442,0.4298889175693662,,TP3M,14,15
GTF2H5,5.367664015666551,-0.24803486893667268,0.2558755569122653,-0.9693574170576947,0.33236689082424054,0.7171940967621243,TP3M,14,15
TULP4,6.8855686200747,0.0477021871965182,0.21472235982345925,0.22215752116238874,0.8241912610224371,0.951031084959007,TP3M,14,15
TMEM181,1.0850009651334278,0.3196414312833601,0.49121639071510176,0.6507140993769228,0.5152310599650579,,TP3M,14,15
DYNLT1,4.554887451908946,0.10271362368330134,0.2800838260758056,0.366724580717137,0.713824469356338,0.9151417445727388,TP3M,14,15
SYTL3,1.104868046854667,0.8927387524632103,0.6121632596070364,1.4583344205208961,0.14474838708059076,,TP3M,14,15
EZR,74.83509033027967,0.3735301249583688,0.1363862136429649,2.738767467628399,0.006166997448746557,0.10691467772119641,TP3M,14,15
TAGAP,27.444877290561497,-0.20422587471442386,0.15852059004194632,-1.2883239625867113,0.1976332150918374,0.6034265003749055,TP3M,14,15
SOD2,8.32156417867877,-0.09464569133607074,0.25200451520219425,-0.375571410933381,0.7072355480723473,0.9132508205463605,TP3M,14,15
WTAP,16.039848888121455,0.17101000355164614,0.1735291087741566,0.9854830970993518,0.32438683011616043,0.7096800824107525,TP3M,14,15
ACAT2,1.6826531366739663,-0.14793111567661638,0.45451905698400497,-0.3254673558865151,0.7448273850957772,,TP3M,14,15
TCP1,9.45234560099269,0.1395113627594552,0.19536489125978773,0.7141066230469172,0.4751612508591343,0.7948674183777147,TP3M,14,15
MRPL18,6.4929997405437705,0.32812875287318666,0.29161043800358843,1.1252297932804067,0.2604916712010944,0.6650771547763574,TP3M,14,15
IGF2R,2.5443228959925612,0.5200175435379094,0.3422346291006075,1.5194766961616812,0.12864254952684784,,TP3M,14,15
MAP3K4,5.075991103066771,0.13638792185507714,0.29508215325511666,0.46220322154542975,0.643935593240357,0.8929173228155399,TP3M,14,15
QKI,9.895728446707347,-0.05596430681663801,0.18864964511443696,-0.2966573660008183,0.766728109452545,0.9297122829494341,TP3M,14,15
SFT2D1,6.045331552558054,-0.031335816654070606,0.24954561345132184,-0.12557149861575584,0.9000711251443123,0.9759817902032426,TP3M,14,15
MPC1,4.93506473011283,0.14639703482303768,0.2776569121734639,0.5272587441712142,0.5980139195645262,0.8656610021843656,TP3M,14,15
RNASET2,40.06226073009572,-0.08812515174670339,0.1215113822328771,-0.7252419495797616,0.4683036116578684,0.7902801588008499,TP3M,14,15
FGFR1OP,1.1587118093794777,-0.34911603570351407,0.505345510713349,-0.690846219669983,0.4896621862366347,,TP3M,14,15
CCR6,6.4683270045129,-0.6717026982841408,0.2843463088719067,-2.3622698003325646,0.01816341798054182,0.19886811790387074,TP3M,14,15
AFDN,3.052468425173694,0.5084569750552701,0.37325607130200333,1.3622202400664372,0.17312839011573733,,TP3M,14,15
WDR27,0.747051516202275,-0.06835699223144463,0.6269135387392147,-0.10903735205482612,0.9131728642859702,,TP3M,14,15
C6orf120,1.6965076254434786,0.2843523958870855,0.4076492402014771,0.6975418272496885,0.4854637726571832,,TP3M,14,15
PHF10,6.08648235453003,-0.06666745889462325,0.28749037115889253,-0.23189458007195984,0.8166198942770309,0.9493840707427438,TP3M,14,15
TCTE3,1.2550974505115862,-0.707997756022319,0.5216881008882766,-1.3571284352025925,0.1747404048265212,,TP3M,14,15
ERMARD,0.7080456456814237,0.4351662654179579,0.612978423112766,0.7099210168086176,0.47775311665490894,,TP3M,14,15
FAM120B,1.9835637089404141,0.15621395436428157,0.38939562494411467,0.40117028635517177,0.6882947556528476,,TP3M,14,15
PSMB1,19.933009706286615,-0.061945156536537344,0.1400110946218879,-0.44243034242268875,0.6581778263304029,0.9006956035315882,TP3M,14,15
TBP,1.8376428476911744,0.9145342238795064,0.4329162271017326,2.1124969835436467,0.03464384441856837,,TP3M,14,15
PDCD2,6.62534045717072,-0.1652313220774699,0.22966192568892416,-0.7194545703726043,0.47186088388735636,0.7920070447645065,TP3M,14,15
SUN1,3.240650383412034,-0.0976643452452029,0.3253427968857894,-0.3001890503802599,0.7640329566890431,,TP3M,14,15
ADAP1,0.9720688133129126,-0.9701325622965657,0.6503122200152668,-1.4917950677196115,0.13575287735835523,,TP3M,14,15
COX19,8.46894730146777,0.09694279323829445,0.19983553264008935,0.48511289237480976,0.6275962673105178,0.8887116519269275,TP3M,14,15
C7orf50,7.513275513080538,-0.13795351094944738,0.2200182686741336,-0.6270093469091362,0.5306531082703021,0.8323762387128274,TP3M,14,15
GPR146,0.704701726540767,0.7010668007460509,0.655798580875328,1.0690276270654642,0.2850572207932367,,TP3M,14,15
ZFAND2A,6.643822006687992,0.5280289595558516,0.2578805132608688,2.047572159985985,0.04060193956732329,0.2938885809007474,TP3M,14,15
INTS1,1.93602272963227,0.36689277131068493,0.3870546197327541,0.9479095523107561,0.34317550159508836,,TP3M,14,15
MAFK,1.0280360948018596,0.05099458420753737,0.4961274516971628,0.10278525010679024,0.9181334119658531,,TP3M,14,15
PSMG3,3.481438932760279,0.532203652411897,0.30873485353436103,1.7238210921743722,0.08474014569422506,,TP3M,14,15
MAD1L1,5.536380919640965,0.12223457682917171,0.3028787924596351,0.40357588537818145,0.6865246214903789,0.9074275578315314,TP3M,14,15
MRM2,2.0201086591327924,0.017327356961949994,0.38554005089171733,0.04494307899237309,0.9641526794461487,,TP3M,14,15
NUDT1,4.39499704979673,-0.7778271095908312,0.28566741309171206,-2.7228415771074097,0.006472308658295725,0.1100602151750383,TP3M,14,15
SNX8,2.2648497197615636,-0.39054144606799546,0.3951924546796992,-0.988231028814876,0.32303951510275375,,TP3M,14,15
EIF3B,6.363709739224153,-0.07232479310955925,0.21634283704041446,-0.3343063911843239,0.7381483681488206,0.9214539165440493,TP3M,14,15
CHST12,2.100484554255467,0.26484085604077606,0.4084391132942392,0.6484218759185899,0.5167121251145504,,TP3M,14,15
LFNG,5.498887490909636,-0.2598809597566087,0.2551966660830444,-1.0183556225301156,0.3085089836613554,0.6997558354671909,TP3M,14,15
BRAT1,1.6918829283278807,0.05639910561583621,0.5008792588153752,0.11260020179159586,0.9103475250616916,,TP3M,14,15
GNA12,4.405812792843581,-0.34369650981284355,0.3287946721008584,-1.0453226252626564,0.2958738841616301,0.6917998580989693,TP3M,14,15
CARD11,4.681690468022774,-0.06743534080845175,0.311989327562194,-0.21614630646302713,0.8288737053910058,0.9533388831584578,TP3M,14,15
FOXK1,2.2354503133869854,0.38960207872760866,0.3929567796481027,0.9914629264737506,0.3214595866006339,,TP3M,14,15
AP5Z1,2.2578324835763834,-0.012032688548323579,0.39084879733400013,-0.030786044706800096,0.9754401698564066,,TP3M,14,15
RBAK-RBAKDN,1.4429709067133774,0.20906270243270852,0.48881761646402616,0.4276906056394025,0.6688763903595476,,TP3M,14,15
RBAK,1.1706141451366618,0.361322055757099,0.5434063209518925,0.6649205977658966,0.5061012805137006,,TP3M,14,15
WIPI2,6.795280220940372,-0.2529475145943365,0.2171401069095873,-1.1649046239977154,0.2440576015792869,0.6497233827811129,TP3M,14,15
TNRC18,1.1639457898739847,0.3979059871971768,0.512871031121527,0.7758402464788292,0.43784331732737125,,TP3M,14,15
ACTB,218.52373096758055,-0.04448074167809547,0.09372702467443475,-0.47457754935250995,0.635088111417781,0.892765273598842,TP3M,14,15
RNF216,6.1048350470959365,-0.18407449619825877,0.2180958537670537,-0.8440073161357169,0.39866531734259414,0.7593014672216396,TP3M,14,15
CCZ1,3.48388008753662,0.7034390284623004,0.32803742633605903,2.1443864997942645,0.03200193106904596,,TP3M,14,15
PMS2,1.649904195966415,-0.32779587247197517,0.41264383678377814,-0.7943796641357264,0.4269744392587659,,TP3M,14,15
AIMP2,0.8988622855117604,-0.4600845836113421,0.5488085722487439,-0.838333449723908,0.4018434545481232,,TP3M,14,15
EIF2AK1,8.871391709228494,-0.1606534036904656,0.19985033660432086,-0.8038685669493748,0.4214728852112264,0.7732747152619358,TP3M,14,15
USP42,2.374451420084598,0.7602135906221555,0.4036761238106218,1.883226541728283,0.05966967356755668,,TP3M,14,15
FAM220A,0.7920444170036601,0.4895001590543506,0.6159301787274449,0.794733195352909,0.42676871834232155,,TP3M,14,15
RAC1,16.191604550415544,0.01458171640645138,0.1519793314637326,0.09594539116610779,0.9235639439069953,0.9818184440987289,TP3M,14,15
DAGLB,0.9527144105670534,-0.6254106033000376,0.5424650868244537,-1.152904801599565,0.2489494610372952,,TP3M,14,15
KDELR2,3.779447809093238,-0.0923803038604053,0.26157624615603686,-0.35316778651719816,0.7239626564322801,,TP3M,14,15
ZDHHC4,2.0899405093975174,-0.17437077512455168,0.39817218559363116,-0.4379280658808047,0.6614384297215663,,TP3M,14,15
C7orf26,2.204131833817315,-0.3016738325302,0.3849622120793791,-0.7836453113169325,0.4332482605461643,,TP3M,14,15
ZNF316,1.5265654797864765,-0.07915541871513647,0.42180388302042543,-0.1876592935757859,0.851143742289977,,TP3M,14,15
ZNF12,1.7441221723903308,0.12448996134064644,0.44190419372259476,0.28171255921321936,0.7781639235180142,,TP3M,14,15
CCZ1B,0.8938048802922971,0.350377394742431,0.6311795062006572,0.5551152901834603,0.578815804994219,,TP3M,14,15
C1GALT1,7.953896328073614,-0.2015554702107677,0.2104192925084698,-0.9578754296146808,0.3381255775363913,0.7178603957970936,TP3M,14,15
MIOS,2.61713903125988,0.2976640859885055,0.33451453637151835,0.8898390163168096,0.37355233322869197,,TP3M,14,15
RPA3,8.278020109159321,0.231875522627489,0.21731578046332636,1.0669980897527123,0.28597269854303087,0.6877175986464199,TP3M,14,15
UMAD1,2.1588512199278513,0.1387260561192323,0.4180804544560637,0.33181665069638194,0.7400277105192672,,TP3M,14,15
GLCCI1,4.311306379527747,0.08557102469558635,0.3032479930069276,0.28218166869658884,0.7778042136686089,0.9320014077472136,TP3M,14,15
NDUFA4,36.71297667276971,0.052675663334556935,0.1167814404262459,0.4510619422255251,0.6519449060390801,0.8985400481016899,TP3M,14,15
PHF14,8.934014770343646,-0.2866658573208372,0.18447826335403647,-1.5539275582331897,0.12020169732328972,0.4827082850700245,TP3M,14,15
TMEM106B,3.3851155757202203,0.3693918945670351,0.3237409142678807,1.141010846288586,0.2538654094413415,,TP3M,14,15
ARL4A,37.15220413105701,-0.017177535119506763,0.155697832410553,-0.11032610315480855,0.9121507562994319,0.9801519357112278,TP3M,14,15
BZW2,3.9673452839761905,0.25420227263862205,0.27292179975796854,0.9314106563273903,0.3516411806590001,,TP3M,14,15
TSPAN13,6.864689317166856,-0.697913357958734,0.30866677978141893,-2.261057566521925,0.02375569256071774,0.22742351631173668,TP3M,14,15
AHR,2.5858238134364617,0.2719804051396766,0.3740348339468319,0.7271526084074242,0.46713247421495563,,TP3M,14,15
SNX13,3.7873328480658435,0.14529939673676723,0.2857165141475875,0.5085439221819447,0.6110719447612963,,TP3M,14,15
HDAC9,6.449598521809437,-0.02475255300029677,0.2247620015351602,-0.11012783669496133,0.9123079919338046,0.9801519357112278,TP3M,14,15
TWISTNB,9.526149181429552,-0.09075879838731894,0.2211535287841742,-0.4103881990320457,0.6815212016400451,0.9074275578315314,TP3M,14,15
MACC1,0.7557237994526034,-0.2883700868314241,0.6156987932339684,-0.468362273891679,0.6395255419621333,,TP3M,14,15
SP4,4.267507388177016,0.2155891353784155,0.29347752861731113,0.7346018497366436,0.4625820111489436,0.7878703366019176,TP3M,14,15
CDCA7L,12.673350774685543,-0.5426417367209397,0.23199235892919562,-2.339050041241034,0.019332843803737038,0.2014924541890951,TP3M,14,15
RAPGEF5,0.730948649808057,-0.3523825800867714,0.678546373396909,-0.5193198193996517,0.603537734599187,,TP3M,14,15
STEAP1B,0.8327245078152489,-1.9538445853631217,0.6833991602984737,-2.8590093445677964,0.004249662660567499,,TP3M,14,15
IL6,2.7028888798377757,-0.6343999520785271,0.672507937922073,-0.9433345189035349,0.345509824887992,,TP3M,14,15
TOMM7,131.5403271161407,0.19200205201774162,0.09285012838603171,2.0678706142384424,0.038652191331745994,0.2838220826302175,TP3M,14,15
FAM126A,6.028283781315963,0.2948548537008143,0.23904900152354394,1.2334494259402882,0.21740813434518047,0.6236226872177332,TP3M,14,15
KLHL7,1.2558396581449192,-0.12054215769325392,0.4738549218493659,-0.2543862100720633,0.7991972034064556,,TP3M,14,15
NUPL2,3.4310663780160544,-0.3243356544954401,0.34662575121861927,-0.9356940543372362,0.3494307327445938,,TP3M,14,15
MALSU1,2.648398516962543,0.10670738668410895,0.32025658453988304,0.3331934200116975,0.7389882847075717,,TP3M,14,15
TRA2A,19.700560490003035,0.37660707920955444,0.16534136785369138,2.277754708929284,0.022741196153128074,0.2220390415610362,TP3M,14,15
CCDC126,1.0349117785019022,-0.6087711980327651,0.5645357153778952,-1.0783572791763214,0.28087434421427293,,TP3M,14,15
MPP6,5.108094633163497,0.008786051072795445,0.3555566663065078,0.024710691446357038,0.9802857271444733,0.9934232889282743,TP3M,14,15
OSBPL3,1.7020517469290448,0.059055701066207306,0.4773594392746737,0.12371327810326699,0.9015422980229711,,TP3M,14,15
CYCS,38.17507054293718,0.12490316725844212,0.12769854276385562,0.9781095739629324,0.32802013319235557,0.7117115710412891,TP3M,14,15
C7orf31,0.7146136099641244,-0.026240488100729646,0.6127035621936293,-0.042827379698564594,0.9658391381648962,,TP3M,14,15
HNRNPA2B1,100.38135545348688,-0.06332001228753399,0.07935354243126602,-0.797948148847673,0.4249005804611298,0.7744085451071052,TP3M,14,15
CBX3,15.854719284093687,-0.13778865503153612,0.1927197568809657,-0.7149690164700756,0.4746281886895827,0.7948674183777147,TP3M,14,15
SNX10,9.38631938884841,-0.2022593076351422,0.23062919767577642,-0.8769891656106906,0.3804925228816445,0.7504275395790035,TP3M,14,15
SKAP2,16.7175924885624,-0.10128749319523987,0.18365639231878678,-0.5515054059181738,0.5812872618881151,0.8573717875480257,TP3M,14,15
HOTAIRM1,2.2235990449243883,0.1043790672609264,0.40756442929153847,0.2561044579929768,0.7978701797753638,,TP3M,14,15
HIBADH,0.7830544848394514,-0.2928938913959067,0.5943273609683516,-0.4928157622066865,0.6221427723824159,,TP3M,14,15
TAX1BP1,20.450484129028013,0.01126598199166601,0.1401516005927867,0.08038425493547909,0.9359316491197607,0.9854768237227528,TP3M,14,15
JAZF1,5.627725815556991,-0.3777568063778721,0.26379042463568814,-1.43203380827632,0.15213414599953462,0.5379947809774588,TP3M,14,15
SCRN1,3.3809714829741,0.1991263670168044,0.3418503591474922,0.5824957081027691,0.5602328316032409,,TP3M,14,15
FKBP14,1.182366913251432,0.6402441982142214,0.6574225191909857,0.9738701969048708,0.3301209932702278,,TP3M,14,15
MTURN,1.5573711755972597,-0.421446151545183,0.5090549490442872,-0.8278991341434099,0.40772762535388696,,TP3M,14,15
ZNRF2,3.785905593008383,-0.3872112079577896,0.27066239778838574,-1.4306058437438591,0.15254321171623583,,TP3M,14,15
NOD1,1.1131790894427025,-0.17963804778366893,0.5312685579787876,-0.33813039579662363,0.7352649256160018,,TP3M,14,15
GGCT,1.9697968582672893,-0.056203638968715365,0.37886810100363394,-0.14834618913503167,0.8820695649254174,,TP3M,14,15
GARS,4.232330042177458,0.27007347452249914,0.2925636282734288,0.9231273077803424,0.35594086523078816,,TP3M,14,15
LSM5,10.892504753610147,0.1615624493647109,0.18070808704729954,0.894052125749207,0.3712940023234935,0.7450595676029298,TP3M,14,15
AVL9,2.875089380221805,0.4849446699335277,0.4066892773646471,1.192420594602289,0.23309636898825292,,TP3M,14,15
KBTBD2,5.499411920448686,-0.09007693700343343,0.2826013440025108,-0.3187420686953036,0.749922110983972,0.9240000551938194,TP3M,14,15
NT5C3A,14.177110423878089,-0.4910523963918462,0.28969992899846514,-1.6950380281054465,0.09006820702849369,0.4255919937630586,TP3M,14,15
RP9,6.777988055269204,-0.9676477109766941,0.3027387264570639,-3.1963129471443135,0.0013919604756411313,0.04228773267185144,TP3M,14,15
BBS9,0.9298946516766431,-0.15233802105059355,0.5710785216833686,-0.2667549474659748,0.7896578442990223,,TP3M,14,15
DPY19L1,0.9012385264463629,-0.19239442030613654,0.578402223157141,-0.3326308451166976,0.7394129569442213,,TP3M,14,15
HERPUD2,8.056567772302268,-0.03594167666278919,0.21383060283837058,-0.16808481192917293,0.8665165576796294,0.9670303123593573,TP3M,14,15
SEPT7,52.08943596895746,-0.04260656249039768,0.09627191806484521,-0.44256480339053256,0.6580805475821415,0.9006956035315882,TP3M,14,15
ELMO1,5.30017560501606,0.1436945203542484,0.24824120672345656,0.5788503941423621,0.5626901242173505,0.8495330082703755,TP3M,14,15
STARD3NL,2.011979095772665,-0.11885812581600028,0.3771863120754832,-0.3151178131623562,0.7526722040637369,,TP3M,14,15
VPS41,4.122330925187753,-0.389970464062956,0.2655452634803016,-1.468564940499812,0.1419508300423902,,TP3M,14,15
RALA,5.22501695451122,-0.16351206491118117,0.2866045648114701,-0.5705145171666759,0.5683287787136115,0.8521983789683116,TP3M,14,15
CDK13,17.202624058536063,0.05052448647486757,0.14111150213230822,0.3580465497950342,0.7203084779113729,0.9166426027689704,TP3M,14,15
MPLKIP,5.153879925582194,-0.22955352276087543,0.2445090519053993,-0.9388344561153091,0.3478157452685289,0.7250430961818312,TP3M,14,15
PSMA2,4.398037367419054,0.2060856621262725,0.2669348607055519,0.7720447662083357,0.44008791402740777,0.7821019414850813,TP3M,14,15
MRPL32,4.92139842370843,-0.16351650068406642,0.2471721516921806,-0.6615490441160381,0.508260273342584,0.8192095290065956,TP3M,14,15
STK17A,43.35555622416129,-0.09218923562208942,0.14730746611086962,-0.6258286701687207,0.5314273245663648,0.8327569274730425,TP3M,14,15
COA1,8.01641993806753,-0.11453623590027204,0.20890524854736578,-0.5482688285560372,0.5835073276629488,0.8573717875480257,TP3M,14,15
BLVRA,0.7537365609925311,-0.10617009744076479,0.5876317099570458,-0.18067455455820366,0.8566230325847138,,TP3M,14,15
URGCP,0.8408937066095524,0.38470327864570486,0.5750145477151843,0.6690322534870122,0.5034749036464772,,TP3M,14,15
DBNL,14.176480592295137,-0.46943782237241016,0.19112284289633907,-2.4562099184921773,0.014041111083983046,0.16858820537998562,TP3M,14,15
POLM,2.962424269587317,0.30251695086157654,0.3702271125013662,0.8171118231122529,0.41386452693670517,,TP3M,14,15
AEBP1,1.1975266976442822,-0.023262516779160643,0.5575328057136534,-0.04172403227355231,0.9667186956565432,,TP3M,14,15
POLD2,3.406558258651874,-0.6082875564317675,0.29267401565577594,-2.0783790971973253,0.03767445640397225,,TP3M,14,15
YKT6,2.2487627296419612,0.9364521346256618,0.4270657318100589,2.1927587836575864,0.02832476296308333,,TP3M,14,15
NUDCD3,3.675839343162907,0.12100669373872958,0.2834030094701679,0.4269774479987207,0.669395753814015,,TP3M,14,15
DDX56,2.0691616388056966,-0.08086632655724281,0.42820548757932403,-0.18884934664052505,0.8502108946155427,,TP3M,14,15
TMED4,10.128642765592453,0.07131011280324895,0.17875288511000528,0.39893125506401983,0.6899438586060529,0.9074275578315314,TP3M,14,15
OGDH,2.4280677342495567,0.023523076758717815,0.35171264198731594,0.06688152187479841,0.9466760235040456,,TP3M,14,15
ZMIZ2,4.089538550709593,-0.3230720949011821,0.28057915993056687,-1.1514472243096412,0.24954829528203792,,TP3M,14,15
PPIA,105.98157125725204,-0.06886696094847022,0.07034563027038325,-0.9789799406696683,0.3275898909734747,0.7116469880927438,TP3M,14,15
H2AFV,12.131057013551803,0.045149357625475936,0.17516863997830737,0.2577479486685926,0.7966014382987123,0.9407474571532363,TP3M,14,15
PURB,4.594914958918877,0.15706059866746624,0.249212698692213,0.6302271091789025,0.5285460050585452,0.8323762387128274,TP3M,14,15
MYO1G,5.957540273568476,-0.2891348790684767,0.24675096408381603,-1.1717679813006272,0.24129022100844755,0.6493296272586607,TP3M,14,15
SNHG15,13.728193060007017,0.06694012857376787,0.17286704206561063,0.3872347659443444,0.69858241446401,0.9102118864910347,TP3M,14,15
CCM2,8.065889309519834,-0.1553222242477756,0.2253915050124297,-0.6891219091829127,0.49074655369662123,0.8039657686362645,TP3M,14,15
TBRG4,1.8190754991754998,-0.005192231410942474,0.4029320929699977,-0.012886120270715411,0.9897186481281388,,TP3M,14,15
TNS3,1.4022519246577965,-0.19673253113987405,0.459558011019415,-0.4280907446341147,0.6685850548955365,,TP3M,14,15
HUS1,3.0617285176922024,-0.3661276166160449,0.3288431509980743,-1.1133806968605193,0.26554496174446995,,TP3M,14,15
UPP1,2.499093339073318,1.4367396907291066,0.480683032088938,2.9889544560900476,0.0027993385515879404,,TP3M,14,15
IKZF1,26.036711159943177,-0.151048106982125,0.11702224329905607,-1.290764069495012,0.19678550046061616,0.601497081400844,TP3M,14,15
FIGNL1,1.5136280636756136,-0.5545727004151376,0.44234427257856485,-1.2537128539776443,0.20994639414632532,,TP3M,14,15
SEC61G,14.654331876828032,0.15216902244963615,0.1631095945981112,0.9329250239666665,0.3508586810484462,0.7279344731151067,TP3M,14,15
LANCL2,0.9633892698848987,0.2210562076483923,0.5230228787850499,0.4226511240997569,0.6725498204531035,,TP3M,14,15
VOPP1,9.81729530056306,0.27909915730154516,0.24007504143394542,1.162549657950749,0.24501226600192338,0.6508023866747652,TP3M,14,15
NIPSNAP2,5.259132652800459,0.034484076256340895,0.27429381124436814,0.12571948342508923,0.8999539786920698,0.9759817902032426,TP3M,14,15
MRPS17,0.8375355819376501,0.7099139210150525,0.615355645342265,1.1536644319240683,0.24863777142773413,,TP3M,14,15
CCT6A,8.981798105523051,-0.223400733212445,0.20036079377295146,-1.11499225475021,0.2648537407814199,0.6699574339766308,TP3M,14,15
SUMF2,5.316931107349261,-0.06122512598720239,0.23451742036202342,-0.26106856323376515,0.7940396341061131,0.9407474571532363,TP3M,14,15
CHCHD2,51.48507854150421,-0.029710123981539077,0.09782949212802394,-0.30369291851846797,0.7613618535601435,0.9275916490967682,TP3M,14,15
ZNF736,2.7839464772729317,0.03536031057717499,0.3497372787463881,0.10110535171978767,0.9194668297605407,,TP3M,14,15
ZNF680,1.954987115066595,-0.1916141492603767,0.41099797226822216,-0.4662167752383144,0.6410603429842439,,TP3M,14,15
ZNF107,5.462072318736532,-0.20223910730627329,0.26294605539097105,-0.7691277475357697,0.4418174774259218,0.7821019414850813,TP3M,14,15
ZNF138,2.4965828998298005,-0.0745252948346191,0.34632912793770165,-0.21518633237232318,0.8296220465173862,,TP3M,14,15
ZNF273,2.147238415104637,-0.034985444212939844,0.4269121914866924,-0.08194997685848567,0.9346864922698855,,TP3M,14,15
ZNF117,1.6433631098744654,0.23545542465235098,0.43075567905094286,0.5466101460835414,0.5846465970482915,,TP3M,14,15
ERV3-1,2.304033709399144,0.1844538324656516,0.4281674671187397,0.43079833623720587,0.66661500942498,,TP3M,14,15
ZNF92,9.595798416525243,-0.03983739404092771,0.2040160691429381,-0.1952659621777967,0.8451847423833228,0.9588324443053642,TP3M,14,15
VKORC1L1,1.0365161182923859,0.812242523631732,0.5544329689914428,1.4649967968341875,0.14292179167841718,,TP3M,14,15
GUSB,2.488454950802254,-0.33094876745109686,0.33794689901353187,-0.9792922154845551,0.3274356156941831,,TP3M,14,15
ASL,1.1165596792770216,0.757339092022518,0.5577752909468929,1.357785302279778,0.17453182000685952,,TP3M,14,15
CRCP,4.630628982937971,0.011183218015911395,0.2862529913885413,0.03906760226911312,0.9688364908841715,0.99257758484235,TP3M,14,15
TPST1,1.1929566614939124,-0.027191126753688042,0.4793906448599858,-0.0567201864392445,0.9547680934477447,,TP3M,14,15
KCTD7,1.3717763412806605,0.3001992767860446,0.4321056358057567,0.694735851399523,0.4872208559451857,,TP3M,14,15
