gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,timepoint,n_CCS,n_ACS
UBR4,5.20757454877501,0.3896766501142732,0.28408168821706803,1.3717063305274348,0.1701548768959379,0.5599947494411367,TP1M,14,14
EMC1,1.6946144145056359,-0.17154325045621402,0.414108271318624,-0.41424734142589703,0.6786929742781292,,TP1M,14,14
MRTO4,3.1146073764529083,-0.1960073054948263,0.3585864701859836,-0.5466109900721174,0.5846460170900811,,TP1M,14,14
AKR7A2,3.8267356038544937,-0.21398765069339948,0.2898970374160084,-0.7381505261342932,0.46042298308438057,,TP1M,14,14
CAPZB,18.982393846652062,0.14296343933140956,0.168308087487197,0.8494151497163477,0.3956503261412314,0.7801982196611528,TP1M,14,14
MINOS1,8.79915702253131,0.049517500136702475,0.21726738045763647,0.2279104209403287,0.8197158811714523,0.9555801926297574,TP1M,14,14
TMCO4,1.2587912918951574,0.3455923679634667,0.5470648590822204,0.6317210148413616,0.5275691935766291,,TP1M,14,14
OTUD3,0.7299558287374447,0.7412927060128723,0.6126428072471592,1.2099916904987211,0.22628208142838602,,TP1M,14,14
MUL1,0.9808639493630306,-0.06108608593786643,0.5630726294731819,-0.10848704543678382,0.913609356106869,,TP1M,14,14
PINK1,0.8145648631908259,0.4814800263290467,0.6083656895251124,0.7914319209962151,0.42869198874061387,,TP1M,14,14
DDOST,6.4653689556626475,-0.36399213844291123,0.2190240076566342,-1.6618823769015532,0.09653636087160662,0.44550810121642936,TP1M,14,14
HP1BP3,24.178912735728833,0.1523505084637715,0.1279185324367524,1.1909963752836137,0.23365500785076398,0.6498337734832471,TP1M,14,14
EIF4G3,8.352651408702485,-0.08441164441023137,0.2035890637525588,-0.41461777393320537,0.6784217346323673,0.8991341635161937,TP1M,14,14
ECE1,2.974647599768139,0.7487211431119396,0.346948627880989,2.1580173055728795,0.030926486337421132,,TP1M,14,14
USP48,8.210092986399202,-0.06917810115470163,0.2382832334964279,-0.2903187947369309,0.7715723616159218,0.9396894276544164,TP1M,14,14
CDC42,55.141203493637605,0.27464490211319065,0.11363327095064944,2.4169409171761678,0.01565155740881305,0.1859552273480386,TP1M,14,14
ZBTB40,2.3280838857561768,0.3186253188454264,0.3618127056555206,0.8806360690627247,0.37851482961005,,TP1M,14,14
KDM1A,3.2089867751286305,0.3151991680669187,0.3328633992674856,0.9469324917084919,0.3436731799655134,,TP1M,14,14
LUZP1,2.3460043918401148,0.029381211259707773,0.37544318274101124,0.07825741046941732,0.9376232950407639,,TP1M,14,14
HNRNPR,19.344946203837587,0.022056623630452837,0.13553260362059685,0.16274035207201537,0.8707228741299788,0.9740503353147232,TP1M,14,14
ID3,12.527251707225263,0.4049728570847178,0.26825725059943456,1.5096436580177617,0.13113437496596342,0.5033225364438989,TP1M,14,14
MDS2,0.6615682767127511,-0.6794744938172654,0.6592116915902136,-1.0307379290834056,0.30266373299465343,,TP1M,14,14
RPL11,1045.24350180871,0.014345339318151337,0.0684925887138517,0.2094436724837966,0.8341019029664335,0.9611286434885632,TP1M,14,14
ELOA,5.050066638714447,0.005551169373393851,0.2657827895206433,0.020886112992514486,0.983336504435552,0.9953482386869374,TP1M,14,14
ELOA-AS1,0.7040507143281971,-0.6497404345717722,0.7693509489543813,-0.8445306208497295,0.3983729597982718,,TP1M,14,14
PITHD1,9.52369528198347,0.16633524998557436,0.2063194682545735,0.806202397634801,0.4201261564767723,0.7959743111680024,TP1M,14,14
LYPLA2,2.2762785676977986,-0.1024578017771521,0.3831418105076642,-0.2674148290978611,0.7891497830877038,,TP1M,14,14
HMGCL,1.3525140025081852,0.2550692725307982,0.4952765748677886,0.5150037079764727,0.6065504289068722,,TP1M,14,14
FUCA1,0.7310385132361977,0.48075734889730376,0.6070829278871975,0.7919138009208415,0.42841093928616236,,TP1M,14,14
CNR2,3.7108603967710807,-0.5258505727448768,0.3313594163491864,-1.5869492363866784,0.11252414229326348,,TP1M,14,14
PNRC2,22.138734488804594,0.010997710815623363,0.14497536266844202,0.07585917091840684,0.9395311401056361,0.9889830663407545,TP1M,14,14
SRSF10,24.994934148132046,-0.02404411553585805,0.13179032972257906,-0.18244218362964365,0.8552357235261112,0.9662980711083992,TP1M,14,14
IFNLR1,1.1987955871372762,0.2928311273273151,0.5862621952739565,0.49948833420936684,0.6174354030934099,,TP1M,14,14
NIPAL3,2.7166508618867,-0.22579213619791558,0.3547925518865089,-0.6364060772903204,0.5245117808155706,,TP1M,14,14
RCAN3,9.995167963050465,0.2663047990618342,0.22066267580728582,1.2068411573800073,0.2274933223552127,0.6447381784805845,TP1M,14,14
AL445686.2,0.9158427575274732,-0.1431190629935236,0.5422056180642204,-0.2639571745945505,0.7918129184294365,,TP1M,14,14
SRRM1,42.75055089514075,-0.07153884462694435,0.10098473156009909,-0.7084124849544152,0.47868914151382447,0.8268753215423158,TP1M,14,14
CLIC4,4.892624291474488,-0.2877600885332138,0.27042804483753796,-1.0640911474477,0.2872874107693407,,TP1M,14,14
RUNX3,10.864280514631337,0.4587191555184355,0.2662464376512202,1.7229118990855847,0.08490445820476003,0.4127745043539591,TP1M,14,14
SYF2,29.14633805214363,0.06771872394216841,0.1345726689517999,0.5032130555902352,0.6148144867476826,0.8782851626187755,TP1M,14,14
RSRP1,40.71969255630643,-0.20004710142954343,0.13171690710546322,-1.5187655542911398,0.12882151915653298,0.5016576035667506,TP1M,14,14
TMEM50A,9.970659125292146,0.18660777449304278,0.19191354500318725,0.9723533296721899,0.3308748013852094,0.7379817141809064,TP1M,14,14
MACO1,3.555692786562731,0.4811687853085709,0.31384854668743273,1.5331241466215082,0.12524526921897833,,TP1M,14,14
LDLRAP1,2.0000120456692683,0.507056059618539,0.4356889361544754,1.163802928056819,0.24450388527703748,,TP1M,14,14
MTFR1L,1.353818973949137,0.46234801836462774,0.5233956480630299,0.8833623666449545,0.37704051713844866,,TP1M,14,14
STMN1,4.607002830181963,-0.11274923816244914,0.3322926813773602,-0.339307016017028,0.7343784578151848,,TP1M,14,14
PAFAH2,0.5562141950231467,-0.11572799675649276,0.6829298217022067,-0.1694581098655789,0.8654363192684079,,TP1M,14,14
PDIK1L,0.794957012855,-0.45463780285922956,0.6087080081408208,-0.746889800658006,0.45513008306842895,,TP1M,14,14
ZNF593,3.8468645634365477,-0.07407803541193887,0.29076343747546657,-0.254770806312913,0.7989001245563613,,TP1M,14,14
SH3BGRL3,93.41554295799912,-0.012920843989244177,0.09361321471765735,-0.13802371842708488,0.8902216723558707,0.9781682341593292,TP1M,14,14
UBXN11,1.8409011672193183,0.7105404713729611,0.4539262935757202,1.565321245825639,0.11750760394311542,,TP1M,14,14
CD52,263.53794356455404,-0.2041201482853624,0.07871616684654609,-2.5931159565135604,0.009511069695966162,0.14269602235881815,TP1M,14,14
DHDDS,1.7906147809355344,-0.04114669316890875,0.4438789569964432,-0.09269800363444232,0.9261434830526133,,TP1M,14,14
HMGN2,48.40233559764115,-0.001341600933762845,0.10641401223022298,-0.01260737101858671,0.9899410397842485,0.9957377016958024,TP1M,14,14
RPS6KA1,3.411820190001065,-0.21160989156777085,0.33295837142970247,-0.635544589730936,0.5250732949417196,,TP1M,14,14
ARID1A,11.573534718041568,0.23902191227851702,0.18695448111867505,1.2785032530286908,0.2010720384980108,0.6081777198068159,TP1M,14,14
ZDHHC18,1.1152517240580435,0.48653001728113354,0.5785640878640933,0.8409267486291357,0.4003889723106222,,TP1M,14,14
GPN2,1.7898668060527128,-0.03058225816615855,0.42776343825548996,-0.07149338964283504,0.9430050853982154,,TP1M,14,14
GPATCH3,1.0742499412500408,-0.0807758302123532,0.5813907601718352,-0.13893552451449206,0.889501098688785,,TP1M,14,14
NUDC,9.362387246229572,-0.37277920754660354,0.19844392675132325,-1.8785115455498202,0.06031121912775872,0.3492177706798314,TP1M,14,14
SLC9A1,0.8036958050292106,0.17165303269109658,0.6429169511030927,0.266990989110772,0.789476098990175,,TP1M,14,14
WDTC1,2.3678075121240574,-0.6179372463741304,0.4022600882172789,-1.5361634536319062,0.12449829685860639,,TP1M,14,14
TMEM222,2.539030093588034,-0.6549553131129862,0.3792779766366653,-1.726847730313669,0.0841950138158295,,TP1M,14,14
SYTL1,7.6411745541373515,-0.1548849410519173,0.23693234272099867,-0.6537095749494325,0.5132989332907862,0.8416592019571892,TP1M,14,14
WASF2,26.75596281771774,-0.08282852579143887,0.11468649914909132,-0.7222168817252204,0.4701611457565167,0.8214294665590554,TP1M,14,14
AHDC1,1.2308639082086459,0.6992273094162015,0.6156334422464181,1.1357851302956403,0.25604650175981125,,TP1M,14,14
FGR,4.466899323781824,-0.08744123428989095,0.3441522855011929,-0.2540771570427007,0.799435950462219,,TP1M,14,14
IFI6,3.252011343561,0.7509425452306902,0.3419186585139118,2.1962607963383087,0.028073282043067343,,TP1M,14,14
FAM76A,4.2593103598915905,0.8012988884990864,0.32344252799856094,2.4774073262952343,0.013234077213939075,,TP1M,14,14
STX12,3.6814691362822245,0.3276805302633536,0.2868079582575998,1.142508500301249,0.25324271479075267,,TP1M,14,14
PPP1R8,2.3779296643076964,0.06048982543843875,0.3597285873847673,0.1681540682607428,0.8664620745478246,,TP1M,14,14
THEMIS2,4.052659370864793,0.9360911192889532,0.410778415852798,2.2788225553321193,0.022677615546766724,,TP1M,14,14
RPA2,5.819859979807589,-0.014230166495971416,0.2350991953895242,-0.06052835047943979,0.951734836821345,0.9908504651073989,TP1M,14,14
EYA3,0.9327293569114458,-0.7855598912709609,0.5665112469978851,-1.3866624809902381,0.16554470630735252,,TP1M,14,14
DNAJC8,14.902105293758055,-0.04208424044863457,0.16076417557090777,-0.2617762340346317,0.7934939627908968,0.9483907145853814,TP1M,14,14
ATP5IF1,24.63412093573286,-0.06796026960523498,0.14955841204687373,-0.45440619939141413,0.649536491162912,0.8891377594051402,TP1M,14,14
SESN2,2.1655605421835142,0.3913023728102577,0.43345213470889166,0.9027579782784045,0.36665435793201284,,TP1M,14,14
MED18,1.0423646553286887,-0.07281000213543683,0.6187594909914204,-0.11767092577242812,0.9063284045697012,,TP1M,14,14
PHACTR4,6.520887803303503,-0.05665014176797554,0.23842529003571764,-0.2376012282903755,0.8121903977569416,0.9537841631765116,TP1M,14,14
TRNAU1AP,2.6274837395884334,-0.2080929748419828,0.34698725097283695,-0.5997136040547866,0.5486971202478805,,TP1M,14,14
SNHG12,14.861574237137072,0.13761906952858288,0.23161796201303467,0.5941640636698036,0.5524023858605805,0.8597168903321873,TP1M,14,14
TAF12,3.5814574761602627,-0.3486627908361432,0.3204071591870987,-1.088186642647847,0.27651272026490736,,TP1M,14,14
AL360012.1,2.7775874417740885,-0.17807530741378327,0.4730487054489761,-0.3764418026358827,0.706588473543578,,TP1M,14,14
GMEB1,3.0617806533575758,-0.4662706142204097,0.3425443757033727,-1.3611976937673562,0.17345122280413716,,TP1M,14,14
YTHDF2,8.430416971418941,0.06409167708083734,0.21472656748665492,0.29848042480733356,0.7653365143421171,0.9368252186642225,TP1M,14,14
EPB41,15.663707259177682,-0.08616260227492717,0.14907894221710188,-0.5779662841278388,0.5632868824303493,0.8611640332484051,TP1M,14,14
SRSF4,12.436249852708816,0.009753516512311666,0.18214977290110657,0.05354668499975062,0.9572963347270581,0.9908504651073989,TP1M,14,14
MATN1-AS1,1.0131657602567161,-0.889753081630775,0.5878768998570693,-1.5135023707294863,0.13015209941768582,,TP1M,14,14
LAPTM5,99.61101819154763,0.07606150413356583,0.11061266046251586,0.6876383211064827,0.4916805699278869,0.829943497656132,TP1M,14,14
PUM1,9.611045456248808,0.2773989679040916,0.20049825491920278,1.3835480414324726,0.1664968873847411,0.5564006113385727,TP1M,14,14
SNRNP40,3.3512457889599445,0.31631650794141136,0.2983458004953724,1.0602344910375827,0.2890379334055465,,TP1M,14,14
ZCCHC17,4.304631650389146,-0.3426635433170414,0.3060701889393919,-1.1195587015659854,0.26290186272191474,,TP1M,14,14
PEF1,2.4252946582166848,0.5398950543702359,0.36581384984616977,1.475873739054084,0.13997779052216758,,TP1M,14,14
PTP4A2,35.89421200943021,0.34680421909407466,0.16161578883538202,2.145856055235551,0.031884464762818546,0.2570963488912416,TP1M,14,14
KHDRBS1,17.42712339205736,0.12776731811361705,0.15102526073718578,0.845999652574398,0.3975529380861955,0.7814581592895846,TP1M,14,14
TMEM39B,1.3819406154287133,0.2937565217014645,0.5149715860347798,0.5704324853403174,0.5683844016664907,,TP1M,14,14
KPNA6,4.495830355704106,-0.008896677382492215,0.25273127929858646,-0.03520212221923404,0.9719185699952949,,TP1M,14,14
TXLNA,2.831099529042624,0.010385172871932581,0.3653186142627171,0.028427713416388178,0.9773210210196333,,TP1M,14,14
CCDC28B,0.9987072466161185,0.35232859779661974,0.5993261542678737,0.587874557597137,0.5566164949562018,,TP1M,14,14
EIF3I,12.136747136670428,-0.08164585704600996,0.17934816892788893,-0.45523663572410134,0.6489390064918676,0.8891377594051402,TP1M,14,14
LCK,3.4254798761476963,0.9774694170596032,0.3847376294587149,2.5406129845806844,0.011065833361378853,,TP1M,14,14
HDAC1,10.313864648811412,-0.3930447944811911,0.1741082433610417,-2.257473781216372,0.023978485990853858,0.22432296550807768,TP1M,14,14
MARCKSL1,27.05798920795911,0.05982412579009245,0.20513384618673855,0.2916345932286232,0.7705660230492272,0.9395774928666603,TP1M,14,14
BSDC1,4.818381892454103,-0.005033723155347122,0.2758242711497271,-0.018249746965214097,0.9854396168929033,,TP1M,14,14
ZBTB8OS,6.425899098485923,0.10980934801163919,0.21362191669558173,0.5140359646155649,0.6072268462227743,0.8782851626187755,TP1M,14,14
RBBP4,10.223156795531116,0.4058569381788358,0.21025196319123596,1.9303360216888252,0.05356521653578627,0.32667386494802986,TP1M,14,14
SYNC,3.0358908235448507,0.17301817216279963,0.3656856209960814,0.4731336487650787,0.636117831714154,,TP1M,14,14
YARS,2.0117203511709425,0.35411453069577936,0.3812542913910129,0.9288145437098854,0.3529852059561178,,TP1M,14,14
S100PBP,3.3769164119604995,0.0639617920712023,0.34119291680916664,0.187465181485514,0.8512959208588428,,TP1M,14,14
RNF19B,3.955453923586586,0.4255692144136089,0.3470587758566247,1.2262165489496744,0.22011719528179874,,TP1M,14,14
AK2,3.746959706297589,0.07783852829891438,0.3191030930804326,0.2439290937217413,0.8072857361121997,,TP1M,14,14
ZNF362,1.3155912172342845,0.341140211355937,0.5053974818146444,0.6749938882383488,0.49967964796379827,,TP1M,14,14
PHC2,2.0272121943679875,-0.14851989577826213,0.4555268161896267,-0.32603985210046615,0.744394203490365,,TP1M,14,14
SMIM12,2.9363390395370734,0.15748521462620205,0.32706452521379903,0.48151114683946666,0.6301532593365617,,TP1M,14,14
ZMYM6,1.5182750510848482,-0.434155066993425,0.4940112197414367,-0.8788364507604906,0.3794899593613802,,TP1M,14,14
ZMYM1,1.2846200310358813,-0.038005065351974024,0.5012868685306827,-0.07581500282137914,0.9395662799536352,,TP1M,14,14
SFPQ,47.590691714910115,0.054886621175474465,0.13499054329412344,0.40659604618291695,0.6843047016519914,0.9025066304427981,TP1M,14,14
ZMYM4,3.3327674053181857,-0.022368133762005894,0.30270815025888814,-0.07389339779214986,0.941095209286893,,TP1M,14,14
KIAA0319L,2.205575306462589,-0.500159279253174,0.39636059062993984,-1.2618794377570837,0.20699217203327203,,TP1M,14,14
AC004865.2,1.4298263344084052,-0.5366415348773032,0.4900321660655808,-1.0951149170184975,0.2734662942905127,,TP1M,14,14
PSMB2,7.5232493412600565,0.007845418654051367,0.23416865465646702,0.03350328277523244,0.9732732480269628,0.9923683634578702,TP1M,14,14
AGO4,2.0101431237427656,0.07433497673259992,0.41695379721077164,0.1782810882881187,0.858502230245578,,TP1M,14,14
AGO1,2.5161348636384306,0.3478868945046995,0.35312229169470605,0.9851739827443892,0.3245386179583333,,TP1M,14,14
AGO3,5.866495532848445,0.19372862411779287,0.23077359848313353,0.8394748159718619,0.4012029156527036,0.7839095920587001,TP1M,14,14
ADPRHL2,2.486234315245602,-0.1269578076433082,0.3596986791115898,-0.3529560018315272,0.7241214257664017,,TP1M,14,14
TRAPPC3,4.748417695527415,0.40725291184151324,0.2798195875224507,1.4554124514562021,0.1455551113591641,,TP1M,14,14
MAP7D1,2.348623297810643,0.3314746653676269,0.41470870038216284,0.7992951801159849,0.4241192730161514,,TP1M,14,14
THRAP3,19.57257409615311,-0.5828433699933699,0.15787116578082,-3.6918924815096315,0.00022259156829617505,0.014962024547212462,TP1M,14,14
STK40,2.0769961051953945,0.7968654099029551,0.36824935695534433,2.1639288564992305,0.030469809883200194,,TP1M,14,14
LSM10,10.87229247512784,-0.4114264015491863,0.1962616965690259,-2.096315321540524,0.036054228479774755,0.27662450238080283,TP1M,14,14
MRPS15,6.988968204223619,0.11911418428782204,0.22965633788396575,0.5186627348730287,0.6039959527245479,0.8782851626187755,TP1M,14,14
ZC3H12A,4.331345252367116,0.09533359987341103,0.3411669443844987,0.27943387084409055,0.7799118807048446,,TP1M,14,14
MEAF6,8.687112792749975,0.15269490413454545,0.19242826910455407,0.7935159675088078,0.42747727001745006,0.7974123386942028,TP1M,14,14
SNIP1,3.5518239988951583,-0.12491844187162067,0.29634350100935436,-0.4215325844708756,0.6733662225900606,,TP1M,14,14
GNL2,2.4242221165250166,-0.4168261788808994,0.37138148476484156,-1.1223666121773233,0.2617065943434286,,TP1M,14,14
C1orf109,1.520841364841718,-0.07978613479683946,0.4368925266193939,-0.18262188052107944,0.8550947148854626,,TP1M,14,14
YRDC,4.058457487406689,0.18970276507304532,0.2811236907328423,0.6748017734774399,0.499801713491397,,TP1M,14,14
C1orf122,5.831340979937674,-0.22132230494538635,0.24353586418770296,-0.908787318383646,0.363462401917479,0.7581841459257396,TP1M,14,14
MTF1,2.5969767981413403,0.039164382332289485,0.4980268199261859,0.07863910288625452,0.9373196842251087,,TP1M,14,14
INPP5B,2.049372037212753,-0.506053112078604,0.4104725769294207,-1.2328548617405397,0.21762991863674352,,TP1M,14,14
SF3A3,4.900290756565432,-0.08828091459425176,0.27758869280408893,-0.3180277759244211,0.7504638677179691,,TP1M,14,14
UTP11,1.5811326444153622,-0.5513546342843508,0.46034678893851566,-1.1976941026474504,0.23103612603452595,,TP1M,14,14
RRAGC,6.125235261188911,0.2855413476770121,0.2584640963254245,1.10476213809401,0.26926267041235896,0.6854807385029276,TP1M,14,14
MYCBP,1.3554090748732386,0.9255957173245026,0.5516535186805487,1.6778569989698482,0.09337501887978006,,TP1M,14,14
AKIRIN1,12.837273787266795,0.4265608968812261,0.20000634787124663,2.1327367927133154,0.03294632389833498,0.26053717006049043,TP1M,14,14
NDUFS5,18.009072290944903,0.42836898896554887,0.1651850372567729,2.593267502187066,0.009506879388823242,0.14269602235881815,TP1M,14,14
MACF1,18.710572492203188,0.11841380080718547,0.13480558102650864,0.8784042908720535,0.37972435662870563,0.7698711798858967,TP1M,14,14
PABPC4,11.803857840531597,0.11645788792797773,0.19570333450757119,0.595073600667097,0.5517942741964958,0.8597168903321873,TP1M,14,14
PPIE,4.1368084478222,-0.20928492979809465,0.2917067896603591,-0.7174496351002659,0.47309670254539005,,TP1M,14,14
TRIT1,0.9578226252144502,0.3228188981331382,0.6349915610380887,0.5083829737916383,0.6111847908523318,,TP1M,14,14
CAP1,17.00128535875871,-0.2971850456527837,0.17687794316959876,-1.6801701802232565,0.09292420942379,0.4379903285645712,TP1M,14,14
PPT1,2.452633515193111,0.4341771683910676,0.3517231641339809,1.234428700367536,0.21704319988382237,,TP1M,14,14
RLF,7.087907339998026,-0.15984524273308573,0.21515835169005595,-0.7429190708959746,0.4575306788351331,0.816127710343186,TP1M,14,14
ZMPSTE24,1.4313439254356788,0.02087374051232767,0.45254050094168097,0.0461256848147116,0.9632100742698868,,TP1M,14,14
SMAP2,66.81376715174143,0.10943407461917853,0.17365033878403108,0.630197875716682,0.52856512895687,0.8486674772403315,TP1M,14,14
NFYC,3.2469423037018674,0.017941741104820982,0.3188164359023843,0.05627608581106657,0.9551218693953062,,TP1M,14,14
CITED4,1.0763373247661214,0.636312017254461,0.5791173589654806,1.0987617749727816,0.27187198936964896,,TP1M,14,14
CTPS1,1.581117514453059,0.5036867051341407,0.4328243287920739,1.1637208715596683,0.244537148280339,,TP1M,14,14
SCMH1,0.7487010095864974,1.084347597422983,0.6441400068905295,1.6834035859028178,0.09229698956288318,,TP1M,14,14
HIVEP3,1.1594311435109135,0.35301123222432423,0.5209852616882151,0.6775839129890484,0.4980355488400653,,TP1M,14,14
FOXJ3,4.654673960985837,-0.23639887485884806,0.2649494393576654,-0.8922414609820108,0.3722635235357209,,TP1M,14,14
PPCS,9.187633117963724,-0.014822075791231164,0.22528382941038133,-0.06579289703137542,0.9475427113326788,0.9908504651073989,TP1M,14,14
CCDC30,0.7265582767362079,-0.5566245206019044,0.6097539007165714,-0.9128675026888218,0.3613122308537483,,TP1M,14,14
PPIH,3.225071820087439,0.2836290413353861,0.3233129463672551,0.8772585339444107,0.380346229329229,,TP1M,14,14
YBX1,95.78740894505053,-0.0697219151382417,0.08792759672449231,-0.7929468987615421,0.4278087614076789,0.7974123386942028,TP1M,14,14
C1orf50,0.9601867660661956,0.4106314556803437,0.6425891273225235,0.6390264606426226,0.522805718317799,,TP1M,14,14
SVBP,4.169275417355762,-0.2706474269142724,0.28209365565429034,-0.9594240121655007,0.33734518323718576,,TP1M,14,14
SLC2A1,5.672445892986352,0.39279446071628016,0.2820576638165605,1.3926033967711604,0.163739755283977,0.5534692880032932,TP1M,14,14
EBNA1BP2,3.5101937843296356,0.19434810429588772,0.2909341811119225,0.6680139939319194,0.5041246598170488,,TP1M,14,14
ELOVL1,2.8396256506142437,-0.08632360198942238,0.3226964299252916,-0.26750714908562023,0.7890787105063937,,TP1M,14,14
MED8,2.409110937860499,-0.47519069519792245,0.34592755090686295,-1.3736711457419075,0.1695437986059567,,TP1M,14,14
SZT2,1.9762479009677423,-0.07457867079926811,0.4132610957740771,-0.18046380741350745,0.8567884653862743,,TP1M,14,14
HYI,0.6292612745116379,0.3436097967016922,0.773344162116562,0.44431679132518204,0.6568135629396529,,TP1M,14,14
KDM4A,0.7244794455424625,-0.43193589643093877,0.690248788571124,-0.6257684237665729,0.5314668458594365,,TP1M,14,14
ST3GAL3,0.9617750518886713,0.20427764298312504,0.6101915637350914,0.3347762491711703,0.7377938781316975,,TP1M,14,14
DPH2,0.945343046377402,-0.6000295589391267,0.6032227575370583,-0.9947064354618028,0.31987906358583007,,TP1M,14,14
ATP6V0B,17.9997385593718,0.09272286879010304,0.15966528357208792,0.5807328100115089,0.5614205451695622,0.8611640332484051,TP1M,14,14
DMAP1,2.559762811146277,0.43674185621631817,0.3592401709502769,1.2157378030998889,0.22408481862559682,,TP1M,14,14
ERI3,2.2286423769239208,-0.033211720422839756,0.3988171493231627,-0.08327555743077687,0.9336324351192855,,TP1M,14,14
RNF220,5.285202355063342,0.13903654777833296,0.23252533379172408,0.5979415038830556,0.549878965186338,0.8597168903321873,TP1M,14,14
ARMH1,4.004337734074009,-0.4899399588068374,0.2831698506432675,-1.7301981750311946,0.08359487430535129,,TP1M,14,14
RPS8,1158.8597707226352,-0.044822556308662755,0.07945294554046263,-0.5641396427000455,0.5726591006549331,0.8650033899487314,TP1M,14,14
PLK3,3.824524906944536,-0.036124045729091295,0.2777043104530399,-0.13008096874751215,0.8965023669159743,,TP1M,14,14
PTCH2,1.6451575028071816,-0.41925576323781705,0.5003269640128959,-0.8379635586200602,0.4020511703558679,,TP1M,14,14
EIF2B3,1.6398748031539196,-0.16550466160088048,0.5049474499092742,-0.3277661103756783,0.7430885130468312,,TP1M,14,14
UROD,2.720400545900842,-0.46611013193997475,0.3479366491915734,-1.3396408024937183,0.18036215177608728,,TP1M,14,14
MUTYH,1.1382953802910272,0.17838039346315637,0.5304234752251881,0.3362980746420133,0.7366461016803492,,TP1M,14,14
TOE1,2.716366585023998,0.10442280684583866,0.3876128871645001,0.2693997292239728,0.7876220945095844,,TP1M,14,14
TESK2,2.1227137914205008,-0.37909467164307953,0.41720742448656467,-0.9086479515785499,0.3635359863964627,,TP1M,14,14
PRDX1,22.385956542439626,0.16516774980900623,0.16710046267538986,0.9884338269599042,0.322940227642844,0.7306923180082683,TP1M,14,14
AKR1A1,6.0339759442774366,-0.19605460841622832,0.23269427896146833,-0.8425415927337554,0.3994848685710358,0.7828273500726214,TP1M,14,14
NASP,30.539340710492503,0.3455529779094319,0.16052687616600403,2.1526175937796777,0.03134874466655152,0.2560131327633183,TP1M,14,14
GPBP1L1,5.704804274961673,0.19548200566313756,0.2599043421041397,0.752130588048471,0.45197253078840705,0.8117499605910965,TP1M,14,14
TMEM69,1.371712831878004,-0.04532000722471101,0.4983233230384854,-0.09094498517222914,0.9275363052751462,,TP1M,14,14
IPP,1.2970964335981527,-0.35391320631937123,0.5044074790187927,-0.7016414725012147,0.482902781133444,,TP1M,14,14
POMGNT1,1.2835107620312467,-0.360921783944773,0.5423023917125324,-0.6655360357254205,0.5057077028457937,,TP1M,14,14
LRRC41,1.7889900323791152,0.4020889516675158,0.443687720126196,0.9062431377482152,0.36480717502111315,,TP1M,14,14
UQCRH,47.34886365395284,0.14304166390767667,0.1299507794722481,1.1007372521241723,0.2710110281787742,0.6866602649890642,TP1M,14,14
NSUN4,2.0414703305746706,-0.019465703720364904,0.38749400223395036,-0.05023485165742628,0.9599352389965528,,TP1M,14,14
MKNK1,1.1113430495613354,-0.5872807321833676,0.5097501034912307,-1.1520953662611089,0.24928188705298726,,TP1M,14,14
ATPAF1,1.3872627433790963,0.7085948628833226,0.5700448999518969,1.2430509648329757,0.21384905354443684,,TP1M,14,14
EFCAB14,9.070722682391919,0.09479442946657758,0.1964633975905764,0.48250427626282943,0.6294477613692582,0.884486782132473,TP1M,14,14
CMPK1,15.281988910264056,-0.13873232348363798,0.15079882165583386,-0.919982808620779,0.35758174304356727,0.7534097353953944,TP1M,14,14
SPATA6,0.6875132142522472,-0.7173329503868943,0.7769698804340693,-0.9232442189215138,0.35587994978064175,,TP1M,14,14
BEND5,3.425826289554076,-0.3900129691224359,0.3675770452677229,-1.0610373366442725,0.2886729336058945,,TP1M,14,14
FAF1,2.2874444853481988,-0.017499482772878255,0.3853636472210293,-0.0454103102331322,0.9637802630887345,,TP1M,14,14
RNF11,2.2072088217269927,0.3046519318971351,0.4376640501068336,0.6960862602783336,0.48637481053154297,,TP1M,14,14
EPS15,10.006134675249738,0.44354895226840807,0.1961343698527692,2.2614544946985267,0.0237311275130687,0.22412411296241883,TP1M,14,14
OSBPL9,4.593186011140463,-0.0971579424597618,0.28018821347213846,-0.34675956299433364,0.728771958388024,,TP1M,14,14
NRDC,10.431565660024958,0.002935046146663229,0.17416219940392333,0.016852371850542395,0.9865543891215983,0.9957377016958024,TP1M,14,14
TXNDC12,6.328219759332922,-0.22705129709816363,0.27358550478392035,-0.8299098202497617,0.4065897721998404,0.7869276714966069,TP1M,14,14
KTI12,2.8595713800738927,0.44216643163025005,0.3625047175012819,1.219753592940998,0.2225582984806398,,TP1M,14,14
BTF3L4,9.326109881980319,0.2392688707402789,0.19157050347948024,1.2489859680611415,0.21167020614537813,0.6238156199803205,TP1M,14,14
CC2D1B,1.7278703263316566,-0.7402623823533425,0.48364366871665077,-1.5305945890238364,0.12586961986847017,,TP1M,14,14
PRPF38A,5.935234959703473,0.34845812652032077,0.2559794724845928,1.361273711278916,0.1734272075058081,0.5666828741339461,TP1M,14,14
TUT4,22.84273250495936,-0.4536906059918688,0.1552113341034524,-2.923050746342224,0.0034662001984470054,0.08181290850074917,TP1M,14,14
GPX7,1.179058700135423,-1.0187009275729566,0.5164268481971237,-1.9725948236992346,0.048541743230763684,,TP1M,14,14
